,id,created_at,username,location,following,followers,retweet_count,search_term,text
54,1.52E+18,29/04/2022 2:28,ICENECDEV,"Buea,Cameroon",5003,844,0,ocean pollution,"Join ICENECDEV Campaign to:
Stop Ocean Plastic Pollution
Say No to Plastic Bags
#UNEP
#ENVFINANCE
#SWIFT
#EMPOWER
#handelensmiljofond
#MINEPDED
https://t.co/cGasQ7jkCF https://t.co/880PDjPpeq"
55,1.52E+18,29/04/2022 1:54,GreenIsTweet,USA,7552,9650,0,ocean pollution,#Scientists call for #cap on #production to end #plastic pollution - https://t.co/1m8jrLFyVU #recycle #pollution #microplastic #ocean
56,1.52E+18,29/04/2022 1:27,JustinJonesNV,"Las Vegas, NV",2172,6381,0,ocean pollution,Thank you @GovSisolak for your commitment to addressing climate change and combatting pollution that causes ocean acidification. #cleancars https://t.co/OM0qLyvWTz
57,1.52E+18,29/04/2022 1:18,CaryCMoon,Seattle ,552,3985,0,ocean pollution,"The cruise ships in our Salish Sea might not be dumping poisonous pollution into the water while we’re watching here - but they sure as hell are dumping it in the Pacific Ocean. 👇

This is the industry the Port of Seattle is defending and cheerleading. https://t.co/SNUWuJayYN"
58,1.52E+18,29/04/2022 1:08,nelsongoedert,United States ,681,643,0,ocean pollution,"This could make a dent in marine plastic pollution and, by extension, microplastic consumption in the human diet through seafood. 

Good use of object recognition algos here. 

https://t.co/XX2MAXIqU1 #AI"
59,1.52E+18,29/04/2022 0:42,SimulationLyric,,12,3,0,ocean pollution,"Cool chick
You ate my soul just like a death eater
I'm the ocean you're an oil slick now
But I'm choking on your thought pollution
Baby, don't you know"
60,1.52E+18,29/04/2022 0:30,bombaybags,"Vancouver, BC, Canada",2563,2273,1,ocean pollution,The world’s ‘plastic flood’ has reached the Arctic. https://t.co/GlJkK9FjkR #plasticpollution #plasticfree #zerowaste #plastic #savetheplanet #ecofriendly #environment #pollution #recycle #climatechange https://t.co/pkN1tl1O75
61,1.52E+18,29/04/2022 0:22,jojobbaa,Cashapp✨ $GemJojo,388,321,0,ocean pollution,"Coca Cola

Aids in plastic and ocean pollution. It is the worlds #1 plastic polluter. Culprit of greenwashing as they falsely advertised as sustainable and eco friendly. https://t.co/I0Czl8VNsP"
62,1.52E+18,29/04/2022 0:18,DirkDagg3r,,152,112,0,ocean pollution,"@LilMsSunshynn Gross... The ocean is literally a pool of animal carcasses, excrement, tissue, human pollution, and dirt. In this case she had people right by her. She probably seasons her fruit at home with bath water"
63,1.52E+18,29/04/2022 0:16,CKingdollar,,3,375,0,ocean pollution,"If greenhouse gas pollution remains unchecked, global warming could trigger the most catastrophic extinction of ocean species since the end of the Permian age, about 250 million years ago, scientists warned in a new study today. Du…https://t.co/7TbigTsIhc https://t.co/oVsSTpCZzT"
64,1.52E+18,29/04/2022 0:02,Thomas76514740,,67,31,2,ocean pollution,"@cookhyena @jaxajueny Pool water is cleaner than ocean water. The ocean may look pristine from a distance, but when you examine the water up close, its cleanliness is questionable. From natural debris to human-caused pollution, there are many contaminants in ocean water"
65,1.52E+18,28/04/2022 23:55,ResearchWatcher,Cologne,52,143,0,ocean pollution,"@Microsoft: 'Set sail for cleaner oceans! 🌊 

Clearbot is leading the way in the fight against marine pollution: https://t.co/OroyNpAQkj ' https://t.co/SL7Ri9vFpg, see more https://t.co/8Ngm1kUzxo"
66,1.52E+18,28/04/2022 23:49,JebNuts,Not the White House (Yet!),38,16,0,ocean pollution,@RoatansFinest American Ocean 💀 cause all the pollution only comes from the US and politely stays there right?
67,1.52E+18,28/04/2022 23:39,data_geek_,United Kingdom,116,1112,0,ocean pollution,"Key: @Microsoft: 'Set sail for cleaner oceans! 🌊 

Clearbot is leading the way in the fight against marine pollution: https://t.co/uBHwAdzvdJ ' https://t.co/it4aeD0RCW, see more https://t.co/rjW0GJ3N6D"
68,1.52E+18,28/04/2022 23:36,ClimateVotersCA,"California, USA",4051,1668,5,ocean pollution,"""despite the public’s perception that plastics are heavily recycled, more than 90% of them end up either buried in landfills, burned or flushed into the ocean."" #ClimateJustice #Plastics #Pollution https://t.co/Jouy9wT7x6"
69,1.52E+18,28/04/2022 23:30,ebenussi,"45.405443, 9.728326",319,388,0,ocean pollution,"Top story: @Microsoft: 'Set sail for cleaner oceans! 🌊 

Clearbot is leading the way in the fight against marine pollution: https://t.co/xsnSlxP1Zz ' https://t.co/GU6voGv7rI, see more https://t.co/DHRJ3lOJ8O"
70,1.52E+18,28/04/2022 23:20,trot_a,,2,11,0,ocean pollution,plastic pollution : an estimated 12.7 million tonnes of plastic end up in the ocean each year (people - lets not die)
71,1.52E+18,28/04/2022 23:14,chanillabeann,United States,229,241,0,ocean pollution,"Please do not dip your fruit in ocean water. It’s fish piss, pollution, oil, and salt levels that can kill you, especially in Galveston"
72,1.52E+18,28/04/2022 22:39,chapin_zachary,Idaho,262,84,0,ocean pollution,I have a controversial idea on masks &amp; covid. Only people vulnerable to covid should wear masks now &amp; vaccinations are obviously necessary. Because there are billions &amp; billions of discarded masks floating in the ocean adding to the planet's pollution problems
73,1.52E+18,28/04/2022 22:17,Hef58338910Hef,,62,6,0,ocean pollution,"@alex_duitsman @thehill Like I said before … we can work on controlling pollution. We can’t control climate or ocean levels!! You don’t believe things cycle on earth? You think humans are the cause of climate deviations? Sorry … I can’t buy that philosophy!!  Yes, misleading reporting being practiced!"
74,1.52E+18,28/04/2022 22:02,Yolibeans,"Mill Valley, CA",11532,6146,0,ocean pollution,"Me and my camera.
Beautiful Dawn at #HalfMoonBay, #CA, 
Around 6:00AM in the morning.
For the #Mavericks Surf Contest.
Biggest surf on the West Coast.
#ClimateChange 
#NaturePhotography #EarthPic 
#Environment #Ocean #Pollution 
#plasticpollution #SaveTheOceans https://t.co/7MEB6kUVbM"
75,1.52E+18,28/04/2022 22:00,machprinciple,"Pune, Maharashtra",130,837,0,ocean pollution,Air pollution heating up the Southern Ocean... https://t.co/fVAL7MwOSm
76,1.52E+18,28/04/2022 21:55,kamiyaboku,Rose ❤️,2203,3853,0,ocean pollution,@bkhanthadon @TurtIeSenju My point is there’s no reason to care cause firstly the ocean is massive and secondly there’s so much salt in it I’m most of that shit is sterilized and dissipated. Only thing that is a genuinely good convo to have is pollution in the ocean. Cause that’s the actual issue I have
77,1.52E+18,28/04/2022 21:32,sosAK907,"Alaska, USA",427,1080,2,ocean pollution,"Alaska continues to be harmed by @GovDunleavy's veto of the Ocean Rangers, an important State program that tracked pollution from cruise ships to protect our coastal communities until the program was defunded in 2019.

👉https://t.co/rHwzzuPko1 #akleg https://t.co/b526n7D3zD"
78,1.52E+18,28/04/2022 21:13,__my__opinion,"Earth, Orion Arm, Milky Way",2046,793,0,ocean pollution,"I've talked about this in several episodes.  It's a good read.  Plastic pollution facts and information 

#plasticpollution #ocean 

https://t.co/rTlc8L9T75 via @NatGeo"
79,1.52E+18,28/04/2022 21:10,trot_a,,2,11,0,ocean pollution,plastic pollution : a truckload of plastic is dumped into the ocean every minute (people - lets not die)
80,1.52E+18,28/04/2022 21:07,QuintonLawton,"Miami, Florida",765,769,0,ocean pollution,@sammmysam__ All I can think about is that section of the Ocean Pollution class where we talked about sewage and wastewater runoff into the ocean
81,1.52E+18,28/04/2022 21:00,deadlyplastic,"University of Nevada, Reno",20,6,1,ocean pollution,“Under the Surface- the Global Politics of Ocean Plastic Pollution” shares that the biodegradable products we have are not beneficial substitutes. Rather they are huge polluters- they can take decades to truly biodegrade. #oceanpollution #saveEarth #savetheturtles #PollutionLevel https://t.co/YQ0i1BwivI
82,1.52E+18,28/04/2022 20:51,ukrainegundam,"Kaliningrad, Russia",2,3,0,ocean pollution,@RoatansFinest I believe Honduras is apart of Central “America” which’s is also a part of North “America” USA is also in North “america” it’s safe to say this is an American ocean. Also it’s very close to Mexico if you think USA pollution is bad think about theirs 🤣. Sis learn geography.
83,1.52E+18,28/04/2022 20:45,HRrob,West Coast,274,204,0,ocean pollution,"@Loner6122 I’m from the coast of Oregon and had never seen a sunset like that.  So wild for me for 2 reasons - there was a lot of pollution, yes; but to see the sunset not over the ocean was so very different for me."
84,1.52E+18,28/04/2022 20:39,BylinesEast,,5554,5213,0,ocean pollution,"@abline11 The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
85,1.52E+18,28/04/2022 20:38,BylinesEast,,5554,5213,1,ocean pollution,"@theriverstrust @AliNaulls @BBCCountryfile @vickimichelle @RitchieNeville @Susie_Rodgers @Helenglovergb @KeepBritainTidy @celspellman The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
86,1.52E+18,28/04/2022 20:37,BylinesEast,,5554,5213,0,ocean pollution,"@HugoSAS @sascampaigns @Feargal_Sharkey The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
87,1.52E+18,28/04/2022 20:37,WasteShifter,London,7602,10107,0,ocean pollution,Algae farming and an ocean ‘antacid’ among top ideas to fight pollution in #ElonMusk’s XPRIZE contest https://t.co/9eJW9SDjdX
88,1.52E+18,28/04/2022 20:37,BylinesEast,,5554,5213,0,ocean pollution,"@leanahosea @RachSalv The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
89,1.52E+18,28/04/2022 20:36,BylinesEast,,5554,5213,0,ocean pollution,"@liz_langfield The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
90,1.52E+18,28/04/2022 20:35,BylinesEast,,5554,5213,0,ocean pollution,"@SydesJokes The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
91,1.52E+18,28/04/2022 20:35,BylinesEast,,5554,5213,0,ocean pollution,"@BigIssue The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
92,1.52E+18,28/04/2022 20:35,BylinesEast,,5554,5213,0,ocean pollution,"@AnnaTodd6 @AnglianWater The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
93,1.52E+18,28/04/2022 20:34,BylinesEast,,5554,5213,0,ocean pollution,"@LifeOnTheDeben The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
94,1.52E+18,28/04/2022 20:33,BylinesEast,,5554,5213,0,ocean pollution,"@MatthewSquire @Jacob_Rees_Mogg The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
95,1.52E+18,28/04/2022 20:32,BylinesEast,,5554,5213,0,ocean pollution,"@CllrMattJenkins The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
96,1.52E+18,28/04/2022 20:31,BylinesEast,,5554,5213,0,ocean pollution,"@watsonchas The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
97,1.52E+18,28/04/2022 20:30,BylinesEast,,5554,5213,24,ocean pollution,"@FriendsUpperWye @EdwardJDavey @DoddsJane The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
98,1.52E+18,28/04/2022 20:30,BylinesEast,,5554,5213,1,ocean pollution,"@marykfoy @StTMBelmont The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
99,1.52E+18,28/04/2022 20:29,BylinesEast,,5554,5213,0,ocean pollution,"@NationCymru The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
100,1.52E+18,28/04/2022 20:29,BylinesEast,,5554,5213,1,ocean pollution,"@uk_domain_names The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
101,1.52E+18,28/04/2022 20:29,BylinesEast,,5554,5213,0,ocean pollution,"@guyshrubsole @jm0ses The regulatory system is not sufficient to drive good behaviour. It is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end #pollution

-- @martinwaller10 on #Sewage
https://t.co/KhnzhxErcH"
