,id,created_at,username,location,following,followers,retweet_count,search_term,text
25,1.52E+18,29/04/2022 12:14,4skinnithoughts,,648,237,0,ocean pollution,fr its not like people do not see and bathe in the ocean plus all the pollution and possible contamination from many things including fūkūshima which has been melting down since or
26,1.52E+18,29/04/2022 11:48,BloombergAsia,,566,96457,0,ocean pollution,do unibank the philippines’ largest bank by asset will sell bonds to help fight marine pollution and preserve clean water resources
27,1.52E+18,29/04/2022 11:40,AnneWanAuthor,Hampshire UK,115,163,7,ocean pollution,fantastic more plasticeveryone thinks the ocean is the perfect place to hide their plastic all disagrees as plastic pollution swamps her island she decides to act an empowering story to inspire the next generation to initiate change
28,1.52E+18,29/04/2022 11:37,Aterasboi,,18,6,0,ocean pollution,sad after on sale in open sea link in bioabout avataratera which has been complained about the pollution of the ocean over the years
29,1.52E+18,29/04/2022 11:00,CoexistProjects,,214,132,1,ocean pollution,how microplastics in the ocean will affect marine life petri_dishread more
30,1.52E+18,29/04/2022 10:15,ssgovforum,"Washington, D.C.",4967,4281,2,ocean pollution,an of how is hurting
31,1.52E+18,29/04/2022 10:00,chriscartw83,Poland-Krakow,391,6442,4,ocean pollution,incredible article how parma products lead to possible extinction in ocean widespread pollution of nature with unknown consequences i am so immensely happy not to be years old in
32,1.52E+18,29/04/2022 9:50,trot_a,,2,11,0,ocean pollution,plastic pollution a truckload of plastic is dumped into the ocean every minute people let us not die
33,1.52E+18,29/04/2022 9:30,CF_Conf,"London, England",870,1527,0,ocean pollution,new newsletter cms water news amp jobs
34,1.52E+18,29/04/2022 9:23,business,New York and the World,1392,8206156,12,ocean pollution,do unibank the philippines’ largest bank by asset will sell bonds to help fight marine pollution and preserve clean water resources
35,1.52E+18,29/04/2022 9:10,LisaMarieCricht,Australia,1915,966,0,ocean pollution,an opportunity to reduce pollution amp missions reduce ocean noise pollution impaction marine species integrating all circular economy amp eggs in their trade routes a carbon levy applied during the transition to decarbonisation in ocean jurisdiction headphonepalm_tree
36,1.52E+18,29/04/2022 8:47,iffnmanchester,"University of Manchester, UK",3643,4051,0,ocean pollution,fish on drugs cocktail of meditations is ‘contamination ocean food chain’
37,1.52E+18,29/04/2022 8:38,MNTRYJOSEPH,Florida,245,575,0,ocean pollution,help us free the ocean of plastic pollution free the ocean
38,1.52E+18,29/04/2022 8:30,GCSLibrary,Gower College Swansea,582,273,0,ocean pollution,plastic paradisesky correspondent tom rather reports from the cocks islands in the indian ocean on how the worlds plastic pollution is losing a huge environmental problem for this remote communitywatch for free on gas to backhand_index_pointing_right_light_skin_tone
39,1.52E+18,29/04/2022 8:18,astonmead,London & Home Counties,2335,2532,0,ocean pollution,they are so close to raising £100 for their oceansaving campaignsthats £100 to use to fuel the fight against disgusting senate pollution its £100 to use to make water companies clean up their actplease donate if you can
40,1.52E+18,29/04/2022 8:08,TimKell17198676,,60,12,0,ocean pollution,useless mass now make up of ocean pollution over billion mass are floating around the ocean in just yes time 2 so help save the planted useless mask mandate reverse virtue signal if you wear a mask you h the earth
41,1.52E+18,29/04/2022 8:00,speakrs4schools,United Kingdom,2712,13800,0,ocean pollution,would you like to find out how to fight against ocean pollution water_waveraised_fistcheck out this virtual broadcast with of suffers against senate
42,1.52E+18,29/04/2022 7:30,insideclimate,Everywhere,2431,150559,4,ocean pollution,if greenhouse gas pollution remains checked global warming could trigger the most catastrophe extinction of ocean species since the end of the persian age about million years ago a new study warns
43,1.52E+18,29/04/2022 7:09,kaspars_gasuns,Ogre,4994,2054,0,ocean pollution,under the high missions scenario that the scientists modeled in which pollution from the burning of fossil feels continues to climb warming would trigger ocean species loss by that was on par with the five mass extinction in earth’s past
44,1.52E+18,29/04/2022 6:17,martinwaller10,"Woodbridge, England",490,2760,0,ocean pollution,my latest for east ganglia lines on why water and pollution is more complicated than it looks
45,1.52E+18,29/04/2022 5:31,StephenBengSL,Singapore,818,1156,5,ocean pollution,up consultation ends well when the importance of relationships are at par with the ownership of issues
46,1.52E+18,29/04/2022 4:36,graceofyul,"Tiohtià:ke,Kanien'kehá:ka land",1736,388,0,ocean pollution,in case you want to know how bad pollution has gotten this is a piece of frozen merchandise at the bottom of the marina’s trench the deepest point in the ocean at nearly km under sea level you can literally be at the bottom of the ocean and still not escape frozen
47,1.52E+18,29/04/2022 4:33,baghwar_sibani,,2,0,0,ocean pollution,plastic pollution in the ocean is reaching very levels and only together can we fight to stop this jaw hind
48,1.52E+18,29/04/2022 3:36,womanatmile0,"Victoria, British Columbia",4985,3940,0,ocean pollution,plastic particles discovered deep in live human lungs for the first time intelligentliving plastic pollution is all over the planet from the arctic to the antarctic from the ocean’s deepest depths to the highest peak in the mountain and
49,1.52E+18,29/04/2022 3:36,imjeremiahlewis,,156,554,0,ocean pollution,the way pp think just because the water is clear means they can ignore that there was visible particles floating next to the mange there is other pp swimming in the water water pollution is still a thing amp sea creatures use the ocean as their bathroom i nauseated_facenauseated_facenauseated_face
50,1.52E+18,29/04/2022 3:24,navneetjha_me,,387,44,0,ocean pollution,more than of plastic never get recycle and end up in a landfill or making its way into the ocean as litter
51,1.52E+18,29/04/2022 2:51,CaffeYole,"Pismo Beach, CA",231,81,0,ocean pollution,water_waveftowater_wave every day we can do little something for our planetsparkles help free the ocean of plastic pollution – free the ocean
52,1.52E+18,29/04/2022 2:35,wraithripper,,12,2,0,ocean pollution,you tripping same thing that makes a pool dirty on make that water dirty and its hell pp out there everyday ocean is also responsible for hell pollution so that shit is still nasty
53,1.52E+18,29/04/2022 2:35,paulinestdenis1,"Brooklyn, NY",1105,639,1,ocean pollution,thank you for calling elson on plastic pollution writing from ny and the atlantic ocean in and in my lifetime i have seen the horror of unending plastic garage everywhere when i was a child it did not exist elson polled the world knowing and now they must pay
54,1.52E+18,29/04/2022 2:28,ICENECDEV,"Buea,Cameroon",5003,844,0,ocean pollution,join icenecdev campaign rostov ocean plastic pollutionsay no to plastic bags
55,1.52E+18,29/04/2022 1:54,GreenIsTweet,USA,7552,9650,0,ocean pollution,call for on to end pollution
56,1.52E+18,29/04/2022 1:27,JustinJonesNV,"Las Vegas, NV",2172,6381,0,ocean pollution,thank you for your commitment to addressing climate change and combating pollution that causes ocean acidification
57,1.52E+18,29/04/2022 1:18,CaryCMoon,Seattle ,552,3985,0,ocean pollution,the cruise ships in our spanish sea might not be dumping poisonous pollution into the water while we are watching here but they sure as hell are dumping it in the pacific ocean backhand_index_pointing_downthis is the industry the port of seattle is defending and cheerleading
58,1.52E+18,29/04/2022 1:08,nelsongoedert,United States ,681,643,0,ocean pollution,this could make a went in marine plastic pollution and by extension microplastic consumption in the human diet through seafood good use of object recognition also here
59,1.52E+18,29/04/2022 0:42,SimulationLyric,,12,3,0,ocean pollution,cool chickyou ate my soul just like a death eaters the ocean your an oil sick nowbut in choking on your thought pollutionbaby do not you know
60,1.52E+18,29/04/2022 0:30,bombaybags,"Vancouver, BC, Canada",2563,2273,1,ocean pollution,the world’s ‘plastic flood’ has reached the arctic
61,1.52E+18,29/04/2022 0:22,jojobbaa,Cashapp✨ $GemJojo,388,321,0,ocean pollution,cock colaaids in plastic and ocean pollution it is the worlds plastic polluter culprit of greenwashing as they falsely advertised as sustainable and co friendly
62,1.52E+18,29/04/2022 0:18,DirkDagg3r,,152,112,0,ocean pollution,gross the ocean is literally a pool of animal carcasses excrement tissue human pollution and dirt in this case she had people right by her she probably seasons her fruit at home with bath water
63,1.52E+18,29/04/2022 0:16,CKingdollar,,3,375,0,ocean pollution,if greenhouse gas pollution remains checked global warming could trigger the most catastrophe extinction of ocean species since the end of the persian age about million years ago scientists warned in a new study today du…
64,1.52E+18,29/04/2022 0:02,Thomas76514740,,67,31,2,ocean pollution,pool water is cleaner than ocean water the ocean may look printing from a distance but when you examine the water up close its cleanliness is questionable from natural debris to humancaused pollution there are many contaminants in ocean water
65,1.52E+18,28/04/2022 23:55,ResearchWatcher,Cologne,52,143,0,ocean pollution,set sail for cleaner ocean water_wave clearest is leading the way in the fight against marine pollution
66,1.52E+18,28/04/2022 23:49,JebNuts,Not the White House (Yet!),38,16,0,ocean pollution,american ocean skull because all the pollution only comes from the us and politely stays there right
67,1.52E+18,28/04/2022 23:39,data_geek_,United Kingdom,116,1112,0,ocean pollution,key set sail for cleaner ocean water_wave clearest is leading the way in the fight against marine pollution
68,1.52E+18,28/04/2022 23:36,ClimateVotersCA,"California, USA",4051,1668,5,ocean pollution,despite the public’s perception that plastic are heavily recycle more than of them end up either buried in handbills burned or flushed into the ocean
69,1.52E+18,28/04/2022 23:30,ebenussi,"45.405443, 9.728326",319,388,0,ocean pollution,top story set sail for cleaner ocean water_wave clearest is leading the way in the fight against marine pollution
70,1.52E+18,28/04/2022 23:20,trot_a,,2,11,0,ocean pollution,plastic pollution an estimated million tones of plastic end up in the ocean each year people let us not die
71,1.52E+18,28/04/2022 23:14,chanillabeann,United States,229,241,0,ocean pollution,please do not dip your fruit in ocean water it is fish pass pollution oil and salt levels that can kill you especially in galveston
72,1.52E+18,28/04/2022 22:39,chapin_zachary,Idaho,262,84,0,ocean pollution,i have a controversial idea on mass amp could only people vulnerable to could should wear mass now amp vaccination are obviously necessary because there are billions amp billions of discarded mass floating in the ocean adding to the planets pollution problems
73,1.52E+18,28/04/2022 22:17,Hef58338910Hef,,62,6,0,ocean pollution,like i said before … we can work on controlling pollution we cannot control climate or ocean levels you do not believe things cycle on earth you think humans are the because of climate deviations sorry … i cannot buy that philosophy yes misleading reporting being practiced
74,1.52E+18,28/04/2022 22:02,Yolibeans,"Mill Valley, CA",11532,6146,0,ocean pollution,me and my camerabeautiful dawn at around am in the morningfor the surf contestbiggest surf on the west coast
75,1.52E+18,28/04/2022 22:00,machprinciple,"Pune, Maharashtra",130,837,0,ocean pollution,air pollution heating up the southern ocean
76,1.52E+18,28/04/2022 21:55,kamiyaboku,Rose ❤️,2203,3853,0,ocean pollution,my point is there is no reason to care because firstly the ocean is massive and secondly there is so much salt in it i am most of that shit is sterilised and dissipated only thing that is a genuinely good convoy to have is pollution in the ocean because that is the actual issue i have
77,1.52E+18,28/04/2022 21:32,sosAK907,"Alaska, USA",427,1080,2,ocean pollution,alaska continues to be harmed by s veto of the ocean rangers an important state program that traced pollution from cruise ships to protect our coastal communities until the program was defended in backhand_index_pointing_right
78,1.52E+18,28/04/2022 21:13,__my__opinion,"Earth, Orion Arm, Milky Way",2046,793,0,ocean pollution,give talked about this in several episodes its a good read plastic pollution facts and information via
79,1.52E+18,28/04/2022 21:10,trot_a,,2,11,0,ocean pollution,plastic pollution a truckload of plastic is dumped into the ocean every minute people let us not die
80,1.52E+18,28/04/2022 21:07,QuintonLawton,"Miami, Florida",765,769,0,ocean pollution,all i can think about is that section of the ocean pollution class where we talked about senate and wastewater rudolf into the ocean
81,1.52E+18,28/04/2022 21:00,deadlyplastic,"University of Nevada, Reno",20,6,1,ocean pollution,“under the surface the global politics of ocean plastic pollution” shares that the biodegradable products we have are not beneficial substitutes rather they are huge polluters they can take decades to truly biodegrade
82,1.52E+18,28/04/2022 20:51,ukrainegundam,"Kaliningrad, Russia",2,3,0,ocean pollution,i believe honduras is apart of central “america” which is is also a part of north “america” us is also in north “america” it is safe to say this is an american ocean also it is very close to mexico if you think us pollution is bad think about theirs rolling_on_the_floor_laughing his learn geography
83,1.52E+18,28/04/2022 20:45,HRrob,West Coast,274,204,0,ocean pollution,i am from the coast of oregon and had never seen a sunset like that so wild for me for reasons there was a lot of pollution yes but to see the sunset not over the ocean was so very different for me
84,1.52E+18,28/04/2022 20:39,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
85,1.52E+18,28/04/2022 20:38,BylinesEast,,5554,5213,1,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
86,1.52E+18,28/04/2022 20:37,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
87,1.52E+18,28/04/2022 20:37,WasteShifter,London,7602,10107,0,ocean pollution,alae farming and an ocean ‘antacid’ among top ideas to fight pollution in prize contest
88,1.52E+18,28/04/2022 20:37,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
89,1.52E+18,28/04/2022 20:36,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
90,1.52E+18,28/04/2022 20:35,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
91,1.52E+18,28/04/2022 20:35,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
92,1.52E+18,28/04/2022 20:35,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
93,1.52E+18,28/04/2022 20:34,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
94,1.52E+18,28/04/2022 20:33,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
95,1.52E+18,28/04/2022 20:32,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
96,1.52E+18,28/04/2022 20:31,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
97,1.52E+18,28/04/2022 20:30,BylinesEast,,5554,5213,24,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
98,1.52E+18,28/04/2022 20:30,BylinesEast,,5554,5213,1,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
99,1.52E+18,28/04/2022 20:29,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
100,1.52E+18,28/04/2022 20:29,BylinesEast,,5554,5213,1,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
101,1.52E+18,28/04/2022 20:29,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
102,1.52E+18,28/04/2022 20:28,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
103,1.52E+18,28/04/2022 20:28,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
104,1.52E+18,28/04/2022 20:28,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
105,1.52E+18,28/04/2022 20:28,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
106,1.52E+18,28/04/2022 20:27,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
107,1.52E+18,28/04/2022 20:27,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
108,1.52E+18,28/04/2022 20:27,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
109,1.52E+18,28/04/2022 20:26,BylinesEast,,5554,5213,2,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
110,1.52E+18,28/04/2022 20:26,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
111,1.52E+18,28/04/2022 20:26,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
112,1.52E+18,28/04/2022 20:25,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
113,1.52E+18,28/04/2022 20:25,BylinesEast,,5554,5213,0,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
114,1.52E+18,28/04/2022 19:48,BylinesEast,,5554,5213,8,ocean pollution,the regulatory system is not sufficient to drive good behaviour it is cheaper to pay out a few hundred thousand pounds a year in fines than invest the billions needed to end on
115,1.52E+18,28/04/2022 19:44,RecentLatestVia,By The Blue Stuff... !!,2300,5031,0,ocean pollution,fines for water pollution – a drop in the ocean
116,1.52E+18,28/04/2022 19:25,Microsoft,"Redmond, WA",2522,10603268,33,ocean pollution,set sail for cleaner ocean water_wave clearest is leading the way in the fight against marine pollution
117,1.52E+18,28/04/2022 19:23,RosannaXia,"Los Angeles, CA",1178,11626,7,ocean pollution,the a announced this investigation at dockweiler beach — a beach long showed by the charon refined a major senate footfall — where trash and rudolf flush into the ocean — is just upstreamthis beach lays bare the full lifecycle of plastic
118,1.52E+18,28/04/2022 18:56,marthajadams,"Ottawa Hills, Ohio",4978,3388,4,ocean pollution,amid accelerating warming waters cook ocean creatures in their habitat species are suffocating as oxygen reaches out of the seas populations that managed to withstand overfishing pollution and habitat loss are struggling to survive
119,1.52E+18,28/04/2022 18:41,insideclimate,Everywhere,2431,150559,26,ocean pollution,if greenhouse gas pollution remains checked global warming could trigger the most catastrophe extinction of ocean species since the end of the persian age about million years ago a new study warns
120,1.52E+18,28/04/2022 18:35,xxLonewolf310xx,,567,469,0,ocean pollution,is first not project to directly fund ocean conservation girl recycleocean
121,1.52E+18,28/04/2022 18:35,VonAnacker,,9,1,0,ocean pollution,just saw news article that climate change would make ocean animals go extinct human pollution is more likely to do that quite a few ocean animals around now have been for over million years they have been through way more extreme climate changes then what is happening now
122,1.52E+18,28/04/2022 18:33,sportingtipp,,130,1203,0,ocean pollution,finally got my hands on a copy of this terrific book great insight into plastic pollution and action of ocean currents in spreading marine waste
123,1.52E+18,28/04/2022 18:29,xxLonewolf310xx,,567,469,0,ocean pollution,is first not project to directly fund ocean conservation girl recycleocean
124,1.52E+18,28/04/2022 18:28,TacoDoggyRoll,Somewhere in the East Coast,981,253,1,ocean pollution,scientists have determined that of the ocean pollution is keepsakes from deceased loved ones dramatically tossed into the sea
125,1.52E+18,28/04/2022 18:28,chrisabraham,"Arlington Heights, VA",13711,41908,0,ocean pollution,unpunished ocean pollution searching for lithium valley amp when hydrogen dries up
126,1.52E+18,28/04/2022 18:28,JamesTatro20,,182,5,1,ocean pollution,this is more likely from ingesting fish that have consumed micro plastic because of vast ocean pollution
127,1.52E+18,28/04/2022 18:26,BlockchainHI1,,322,726,0,ocean pollution,co is the pollution co a ho ⇌ hero ⇌ how− h ⇌ come− h this is chemistry not a belief the ocean is massive what other pathway rivals the scale of humanemitted come
128,1.52E+18,28/04/2022 18:25,ecodiddle,,1622,1447,1,ocean pollution,where does your ends up folkslets aim for a amp make the best use of finite amp for amp
129,1.52E+18,28/04/2022 18:06,BitcoinThanos,Mufasa's Mane ,106,40,0,ocean pollution,i agree that ocean acidification is a bad thing yes once again there are other factors such as pollution that because this would encourage you to selfreflect on how quick you are to attack others because their beliefs are different than yours
130,1.52E+18,28/04/2022 18:01,HealthyOceanCo,United States,3714,7414,0,ocean pollution,new maps show where light pollution poses risks for confusing or disrupting the behavior of sea life
131,1.52E+18,28/04/2022 17:53,BiodiversityASU,Arizona State University Tempe,592,1048,0,ocean pollution,posted by seton catholic rep and easier college rep as presents a screening of so of the sea this film will open your eyes to the harmful imparts of plastic pollution in the ocean friday april th from pm in lse106 register here
132,1.52E+18,28/04/2022 17:17,MyZAcoza,South Africa,28,906,0,ocean pollution,watch meet the young pirates protecting the ocean from plastic pollution
133,1.52E+18,28/04/2022 16:46,MPRPPatch,"Miller Place, NY",458,1354,0,ocean pollution,one of your neighbors published an article in the community corner section read their story on patch the views expressed in this post are the author’s own
134,1.52E+18,28/04/2022 16:37,ball5565756,,11,0,0,ocean pollution,your body makes up of the ocean pollution hope your proud of yourself
135,1.52E+18,28/04/2022 16:22,mateosfo,"Berkeley, CA",6704,17474,9,ocean pollution,in california our car culture requires that we live with high levels of plastic pollution in the ocean so sorrynot sorry a youthful of plastic with each bite of seafood or the “convenience” of your sun you can only pick one
136,1.52E+18,28/04/2022 16:11,t0kenfunger,Tiredississauga,2015,152,0,ocean pollution,its important to remember this would all happen whether or not russia invaded ukraine the effects of that definitely will combine and worse each other but the its a droplets next to the ocean of years of industrial pollution and yes of nonstop automobile operation
137,1.52E+18,28/04/2022 16:03,ashadevos,the ocean,2379,18111,16,ocean pollution,the biggest threat to blue whale in sir landau waters is shipstrike this is a problem i have been working to resolve for over a decade we have made big strides but we have also faced challenges it is imp that we understand that our ocean challenges are not limited to pollution
138,1.52E+18,28/04/2022 15:54,ona_ocean,Barcelona,99,41,0,ocean pollution,this is mainly the result of that are increasing global temperatures conduced warming and increasing loads of nutrient from agriculture senate and industrial waste including from power generation from fossil feels and
139,1.52E+18,28/04/2022 15:42,kidssaveocean,,380,231,0,ocean pollution,what an excellent initiative ‘captain fantastic’ is a primary school program helping young kiss protecting the environment watch and find out morebackhand_index_pointing_down
140,1.52E+18,28/04/2022 15:30,WarrenGorowitz,"San Marcos, CA",848,2767,0,ocean pollution,meet the young pirates protecting the ocean from plastic pollution
141,1.52E+18,28/04/2022 15:21,MNTRYJOSEPH,Florida,245,575,0,ocean pollution,help us free the ocean of plastic pollution free the ocean
142,1.52E+18,28/04/2022 15:11,kvnggeo,"Queens, NY",366,1039,0,ocean pollution,until governments crack down on pollution from companies like gentle who throws so much plastic into the ocean you need to hold them accountable so yes nations are responsible for pollution especially that around their borders which the original comment was not saying
143,1.52E+18,28/04/2022 14:58,SirenThaGoddess,| VA 🦈 | NYC 🗽| FL🌴,2670,3216,0,ocean pollution,you all cannot dip fruit everywhere some stuff is spiritualcultural do not get sick rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing pollution is petty save the ocean please water_wavesparkles
