,id,created_at,username,location,following,followers,retweet_count,search_term,text
30,1.51E+18,24/03/2022 13:46,EU_MARE,European Commission,34339,59262,2,ocean pollution,disruptive solutions preventing ocean pollution amp accelerating the green transition meet some of  most promising amp innovative businesses at the awardsjoin day on march the pitch battle is about to start 
31,1.51E+18,24/03/2022 13:33,645120Student,,3,1,0,ocean pollution,what are the environmental issues on earththe main environmental issues on earth are climate change fresh water depreciation ocean overfishing deforestation air water pollution starvation
32,1.51E+18,24/03/2022 13:30,ecoMagNews,Global,1414,3093,0,ocean pollution, estimates that  million metric tons of plastic waste has entered our oceans and nearly twothirds of that cannot be monitored 
33,1.51E+18,24/03/2022 13:29,MrsAbbottAPS,,58,226,0,ocean pollution, ga held a peaceful protest this morning to express their opinions about ocean pollution it was fantastic to see how passionate they were about keeping our oceans clean 
34,1.51E+18,24/03/2022 13:20,melissafourie,"Cape Town, South Africa",875,1677,0,ocean pollution,4 for the kzn subsistence fishing forum john peter speaks about pollution of the oceans and how this impacts people’s ability to feed themselves why he asks is still granting licences for exploring and drilling the sea for oil and gas
35,1.51E+18,24/03/2022 13:04,DeepSeaConserve,,2045,6293,0,ocean pollution,the and open ocean are already under stress from and impacts why would governments agree to add to these stressors by allowing its not worth it 
36,1.51E+18,24/03/2022 13:02,GrayWolfBG1,"Mytholmroyd, England",9493,10651,0,ocean pollution,2  scientists studying in the same field seemed to carethe game was up in when the interdecadal pacific oscillation shrugged off the impacts of chinese pollution amp flipped positive no longer burying heat in the ocean but releasing it into the atmosphere
37,1.51E+18,24/03/2022 13:00,Ocean_Visions,,367,1050,1,ocean pollution,the ocean has the potential to help clean up carbon pollution but more research and testing is needed our launchpad program helps by supporting select 100m competitors like phykos who are using oceanbased cdr technologies 
38,1.51E+18,24/03/2022 12:41,beach_token,#DoGood with every transaction,3439,3303,3,ocean pollution, beach breaking the plastic wave  a comprehensive assessment of pathways towards stopping ocean plastic pollutionclick on the link below to read more 
39,1.51E+18,24/03/2022 12:16,chips_tired_af,Credit me when you repost🖐️,12,281,0,ocean pollution, the purpose of making trash isles a country is to raise global awareness of ocean pollution problem by showing support for its establishment it manifests that leaders of other countries care about conservation of nature which can get them more votes
40,1.51E+18,24/03/2022 12:06,SfEP,,2049,4397,6,ocean pollution,the is key in and drives the world’s weather and climate between    tonnes of are released into the environment each year the impact means ocean is more crucial than ever
41,1.51E+18,24/03/2022 12:05,BottleHeadsNFT,,27,432,6,ocean pollution,gmthe ocean is getting a bit crowded  
42,1.51E+18,24/03/2022 11:46,I3Ocean,,79,91,2,ocean pollution, tomorrow we will meet in hendaye for the third workshop of this edition this time in person 
43,1.51E+18,24/03/2022 11:00,trot_a,,2,11,0,ocean pollution,plastic pollution  a truckload of plastic is dumped into the ocean every minute people  lets not die
44,1.51E+18,24/03/2022 10:50,trot_a,,2,11,0,ocean pollution,plastic pollution  an estimated  million tonnes of plastic end up in the ocean each year people  lets not die
45,1.51E+18,24/03/2022 10:30,ScienceNews,"Washington, DC",594,4209410,11,ocean pollution,humans’ nighttime light has the most impact in the top meter of the water 
46,1.51E+18,24/03/2022 10:05,infrastructure4,South Africa,790,2781,0,ocean pollution,the foundation has set a goal to ensure that all available used lubricating oil and related waste is collected recycled and managed in an responsible manner  
47,1.51E+18,24/03/2022 9:26,sarcasimisreal,,40,4,0,ocean pollution, clean energy is what is to the point of over reg we can’t be a grain of salt in the ocean with regs while china and other countries do  of pollution and kill our economy in the process min wage can’t be uniform becaue cost of living in california is higher than kentucky
48,1.51E+18,24/03/2022 9:01,CLS_Group,France,655,1896,8,ocean pollution,the glolitter global industry alliance led by  is launching an initiative to limit in the during the st meeting we will introduce how cls can help combat this pollution with our egear and plastic pollution tracking solutions 
49,1.51E+18,24/03/2022 8:51,pro2tect,"Kihei, HI",4756,4330,1,ocean pollution, unfortunately the ocean is being touched with pollution before we can see and discover it fully which is why it is more important now than ever to successfully protect it 
50,1.51E+18,24/03/2022 8:34,ClaireGaffney20,,37,12,0,ocean pollution,david attenboroughs short film is an engaging resource for students as it incorporates st century learning whilst sending an important message about plastic pollution in the ocean would you use this resource 
51,1.51E+18,24/03/2022 8:25,BCarneyAlmroth,"Göteborg, Sverige",907,1535,0,ocean pollution,today at  utc1 ocean pollution and solutions 
52,1.51E+18,24/03/2022 6:17,ATOMIC_KAI,🇿🇦,10679,9733,0,ocean pollution, the rest of us  trying to clean the ocean of man made pollution kim jong  na na na nana na i make messy messy hahaha
53,1.51E+18,24/03/2022 5:49,SimulationLyric,,12,3,0,ocean pollution,cool chickyou ate my soul just like a death eaterim the ocean youre an oil slick nowbut im choking on your thought pollutionbaby dont you know
54,1.51E+18,24/03/2022 5:02,BronteeGodden,,7,1,0,ocean pollution, million pieces of plastic pollution finds its way into our ocean daily this is a shocking statistic something needs to change 
55,1.51E+18,24/03/2022 5:00,agriculturemb,,234,563,1,ocean pollution,research shows that seaweeds can play a crucial role in combating climate change and ocean pollution 
56,1.51E+18,24/03/2022 3:40,wayne_effect,"Newberry, MI",4999,903,0,ocean pollution,water pollution occurs when harmful substances—often chemicals or microorganisms—contaminate a stream river lake ocean aquifer or other 
57,1.51E+18,24/03/2022 0:47,BrightOkpako,Nigeria,1465,628,1,ocean pollution,wayc will solve problems of ocean pollutionjoin now and dont miss wayc nfts 
58,1.51E+18,24/03/2022 0:19,Cj60863903,,148,165,0,ocean pollution,help us free the ocean of plastic pollution  free the ocean 
59,1.51E+18,24/03/2022 0:00,Miami_Inno,,0,86,0,ocean pollution,the goal create a regenerative blue economy that can combat ocean pollution and climate change while also creating profitable companies 
60,1.51E+18,23/03/2022 23:09,PerPete03876392,"København, Danmark",471,217,0,ocean pollution,help us free the ocean of plastic pollution  free the ocean 
61,1.51E+18,23/03/2022 23:04,PhilWP86,"Philadelphia, PA",1617,1769,2,ocean pollution,register for our webinar using historical newspapers to support civically engaged argument writingthurs mar  pm ettc javaha ross will share an emerging text set for an elementary unit about ocean pollution—and what we should do about 
62,1.51E+18,23/03/2022 22:57,BagalueSunab,Jamaica- Trinidad &Tobago,4441,3547,3,ocean pollution,explore stunning photography and practical guidance on finance pollution and coastal infrastructure in united nations environment programme finance initiative unep fi’s new for banks insurers and investors 
63,1.51E+18,23/03/2022 22:50,trot_a,,2,11,0,ocean pollution,plastic pollution  a truckload of plastic is dumped into the ocean every minute people  lets not die
64,1.51E+18,23/03/2022 22:42,OceanProtectL,No Bluewashing!,616,256,5,ocean pollution,stop leaf blowing raking reduces noise and air pollution  
65,1.51E+18,23/03/2022 22:19,AeraForce,Earth,27,2769,0,ocean pollution,plasticoin a startup offering rewards for plastic collected from beaches partnered with the uruguayan government recently launched a similar incentive to reduce ocean pollution globally
66,1.51E+18,23/03/2022 22:10,trot_a,,2,11,0,ocean pollution,plastic pollution  an estimated  million tonnes of plastic end up in the ocean each year people  lets not die
67,1.51E+18,23/03/2022 21:49,GinaFreemanLISD,"Cedar Park, TX",477,381,0,ocean pollution,i love that my kids have grown more confident in sharing their voice today we learned about ocean pollution amp the great pacific garbage patch several ss created persuasive reports sharing the harmful effects of pollution and what we can do to help  
68,1.51E+18,23/03/2022 21:34,Croco_indic,,517,397,0,ocean pollution, what muslim in the ocean ispollutionwhat all muslims in the ocean issolution 
69,1.51E+18,23/03/2022 21:33,EmporioMh,,117,7,0,ocean pollution, this is great  speed up advancements  more technology amp advanced materials industries reduce co pollution carbon capture free co from air amp convert to solids repopulate  of ocean life ampcreate advanced farmed fisheries repopulate boreal amp other forests x
70,1.51E+18,23/03/2022 21:06,JustCollapse,,485,1042,0,ocean pollution, who has the capacity to stop the blue ocean event how about the consequences of removing particulate pollution currently protecting us from 9c of warming and what about mass starvation when fossil fuel use stops  first and foremost in poorer nations now
71,1.51E+18,23/03/2022 20:58,NatGeoEducation,"Washington, D.C.",2067,192138,2,ocean pollution,empower your ss as solution seekers and learn more about teams work with our collection about ocean plastics 
72,1.51E+18,23/03/2022 20:49,TunesOrphan,Worldwide,79,102,0,ocean pollution,i’ll pay such and such to use chemical free soap to wash their dishes so i can continue dumping diesel into the ocean  lol  it’s one the stupidest plans ever designed to limit our pollution  
73,1.51E+18,23/03/2022 20:34,tim39941098,Earth Between Mexico & Canada ,1340,1369,1,ocean pollution,amount of mustard not that that is the only reason for the toxic clouds but just like you float better in the ocean because of the salt these metals and other contaminate float better in the sky because of the pollution in the air the toxic clouds can rain down anywhere 
74,1.51E+18,23/03/2022 20:25,EJOS_One,Oslo/Norway,124,39,0,ocean pollution,join a project with a great cause and mission help cleaning the ocean of plastic pollutionfollow the project 
75,1.51E+18,23/03/2022 20:15,JennaLuche,,241,819,0,ocean pollution, prior to masks garbage in the ocean was a huge problem14 million tons of plastic end up in the ocean every year amp plastic makes up  of all marine debris found from surface waters to deepsea sedimentsthere are many groups that can use yr help
76,1.51E+18,23/03/2022 20:03,JellyfishWarns,Metaverse,902,264,0,ocean pollution,number of jellyfish they signal to us that the ecosystem is critically disturbed we must take care of the worlds oceans and fight pollution jellyfish warns is a set of nfts with the specific goal of raising public awareness of global ocean  
77,1.51E+18,23/03/2022 20:03,JellyfishWarns,Metaverse,902,264,0,ocean pollution,it turns out that entire ecosystems are suffering due to climate warming and pollution of the worlds oceans and all because of the manthe increase in the jellyfish population due to ocean pollution has led to the destruction of many ecosystems 
78,1.51E+18,23/03/2022 19:52,RuffinengoE,,292,844,3,ocean pollution,most urgent to adequately regulate and banrestrict most of their uses to avoid severe consequences for amp on short and long terms illustration with a pollution of sri lankan costs back in nov  
79,1.51E+18,23/03/2022 19:30,CaffeYole,"Pismo Beach, CA",202,71,0,ocean pollution,fto let’s play a little trivia—help free the ocean of plastic pollution  free the ocean 
80,1.51E+18,23/03/2022 19:03,JournalPolar,"Zurich, Switzerland",313,466,0,ocean pollution,a new study has identified european rivers including the rhine as sources of microplastic pollution in the ocean
81,1.51E+18,23/03/2022 18:50,earthislandjrnl,"ÜT: 37.7889,-122.401312",399,10385,0,ocean pollution,dumping oily wastewater into the ocean has been outlawed globally for decades but a new investigation has found that the practice is still common today with potentially devastating effects for the environment 
82,1.51E+18,23/03/2022 18:27,myearthproject,,1720,1667,0,ocean pollution,ocean microplastic pollution may be greater than estimated 
83,1.51E+18,23/03/2022 18:10,rpujolvives,Catalunya,1699,1445,0,ocean pollution, is in threat and we are in threat with it due our beneath the blue dive into a dazzling ocean under threat – interactive 
84,1.51E+18,23/03/2022 18:10,ScienceNews,"Washington, DC",594,4209410,8,ocean pollution,the bright lights of coastal cities oil rigs and other offshore structures can create a powerful glow in the sky over the sea 
85,1.51E+18,23/03/2022 18:00,trot_a,,2,11,0,ocean pollution,plastic pollution  an estimated  million tonnes of plastic end up in the ocean each year people  lets not die
86,1.51E+18,23/03/2022 17:48,ZeroWasteCo,"Santa Monica, CA",3309,2410,0,ocean pollution,how a dramatic win in plastic waste case may curb ocean pollutioncalifornia is the only state to regulate nurdles preproduction plastic pellets 
87,1.51E+18,23/03/2022 17:42,DenverChannel,"Denver, Colorado",1126,297413,0,ocean pollution,there are a lot of unknowns and a lot of microplastics out there which is why the california ocean protection council adopted the firstofitskind strategy in an effort to try to reduce pollution in the environment 
88,1.51E+18,23/03/2022 17:37,mrwhalleyaps,,47,20,0,ocean pollution,more spring growth we have been back out orienteering again and using our lovely new outdoor classroom to discuss our plans to protest against ocean pollution pictures of that to come very soon… 
89,1.51E+18,23/03/2022 17:20,solarimpulse,"Lausanne, Suisse",1286,94183,4,ocean pollution,this month countries came together at to agree to end plastic pollution now to make it happenfrom new materials amp plastic recycling to water treatment technologies to remove microplastics our solutions show how at the ocean innovation platform of the 
90,1.51E+18,23/03/2022 17:16,ANCHORANDCREW,Great Britain,12524,63065,1,ocean pollution,spotted olympic gold medallist jasmine camachoquinn joins afro nation and lyfecycle for a beach clean up in the race to stop ocean plastic pollutionread more on our collaboration with lyfecycle 
91,1.51E+18,23/03/2022 17:00,agriculturemb,,234,563,1,ocean pollution,research shows that seaweeds can play a crucial role in combating climate change and ocean pollution 
92,1.51E+18,23/03/2022 16:58,Sauce_ardis,Planet of the apes!,10,0,0,ocean pollution,possible where it is the opposite of unrest less busy as i look to sea the ocean and sky it quite easy to sea the separation of energy from the pollution touching the ocean all throughout the sky
93,1.51E+18,23/03/2022 16:52,DonleeVa,United States,25,128,0,ocean pollution,pollution is out of hand i heard theres an island made of trash in the ocean if i remember correctly is just north of france and east of ireland
94,1.51E+18,23/03/2022 16:38,saucedo_sidra,The Universe IS # 1 whole!,1,0,0,ocean pollution,possible where it is the opposite of unrest less busy as i look to sea the ocean and sky it quite easy to sea the separation of energy from the pollution touching the ocean all throughout the sky
95,1.51E+18,23/03/2022 16:37,Parsley_Theif,PFP by @ViviTheTiger,1511,4306,3,ocean pollution,poison aka aqua’s anti is the physical manifestation of the dark side of the master emerald and chaos emeralds unlike aqua who grew up under knuckles’ care poison raised herself in the depths of the ocean her beauty was tainted by years of pollution
96,1.51E+18,23/03/2022 16:02,FootprintFND,"Gilbert, AZ",169,217,0,ocean pollution,a major citizen suit against a giant plastics company resulted in a huge payout and a commitment to do better the case has set off ripples of change across an industry that often pollutes with impunity
97,1.51E+18,23/03/2022 15:57,Dave_szn01,,82,32,0,ocean pollution, gotta be sea the sea project is changing how the world deals with environmental data  it will give us a fighting chance against climate change and ocean pollution inevitable x minimum   🦈
98,1.51E+18,23/03/2022 15:55,Replica149,,239,5,0,ocean pollution, how could china support an earthquake in japan that has negative effect on itself most sea food supply of china comes from pacific ocean which was polluted by nuclear wastes so how could they support the earth quake caused the pollution
99,1.51E+18,23/03/2022 15:45,frontline_india,Chennai,7,47857,0,ocean pollution,spotlight  dumping oily wastewater into the ocean has been outlawed globally for decades but an investigation has found that the practice is still common today with potentially devastating effects for the a report
100,1.51E+18,23/03/2022 15:23,PlaferaC,"Lagos, Nigeria",33,7,2,ocean pollution,shocking ocean plastic factsmore than million seabirds and  marine animals die from plastic pollution every year  of baby sea turtles have plastic in their stomachsthere is now  trillion macro and micro pieces of plastic in our oce…
101,1.51E+18,23/03/2022 15:18,MonacoTribuneEN,Monaco,473,12624,0,ocean pollution,as part of monaco ocean week the ramoge agreement presented an awarenessraising video on the impact of marine litter entitled 
102,1.51E+18,23/03/2022 15:05,gurlinthewurld,🐬🌊🐢,220,899,1,ocean pollution,rio de janeiro brazila fisherman heads out to collect shellfish from the polluted waters of guanabara bayphotograph fabio teixeiraanadolu agencygetty images 
103,1.51E+18,23/03/2022 15:02,galapagossip,"London, UK",1749,6606,2,ocean pollution,our ocean vision for is that the biodiversity of the galapagos marine reserve will be protected from unsustainable fishing and pollution increasing resilience 
104,1.51E+18,23/03/2022 14:59,createimpact21,Frankfurt,95,299,0,ocean pollution,together with the european champions alliance we are launching a webinar series called exploring european greentech in our st webinar we will unravel innovative solutions which are tackling plastic pollution in the ocean  sign up now 
105,1.51E+18,23/03/2022 14:26,tom88226671,,40,0,0,ocean pollution, mask pollution in the ocean
106,1.51E+18,23/03/2022 14:01,ceruleetheblue,"Texas, the America of America",304,237,0,ocean pollution, i would say let him go but the ocean already has too much pollution in it
107,1.51E+18,23/03/2022 14:01,PaveDrain,,786,529,0,ocean pollution,stormwater makes its way to all water bodies such as streams rivers lakes bays and even to the ocean a pavedrain system could help stop stormwater pollution at the source 
108,1.51E+18,23/03/2022 13:55,TFNBreakingNews,"London, England",189,609,1,ocean pollution,blue ocean mandate gets €20m and backing by the prince of monaco to prevent amp preserve marine ecosystems  cc 
109,1.51E+18,23/03/2022 13:40,DebbieatEMA,Los Angeles,5018,7082,2,ocean pollution,seafarers circumvent environmental laws to save time and money with devastating effects on the exclusive how chronic oil pollution at sea goes unpunished 
110,1.51E+18,23/03/2022 13:37,zen4ever2us,"California, USA",20042,21813,0,ocean pollution,the majority of ocean pollution is from our washing machines from fabrics man made and treated
111,1.51E+18,23/03/2022 13:32,kbcrypto84,,628,86,0,ocean pollution, definitely a good initiative to help reduce pollution in the ocean especially with the heavily industrilized world we are in any small action will definitely serve as a good and much needed protection for the sea creatures appreciate the effort
112,1.51E+18,23/03/2022 13:22,AnwarKnight,Toronto,910,9139,0,ocean pollution,octopuses turn human litter into homes but is this good for them while the images show the adaptability and ingenuity researchers aren’t yet sure of the true implications of the octopuses’ use of marine litter 
113,1.51E+18,23/03/2022 13:02,colettemkp,Conception Bay South,843,1522,2,ocean pollution,“it is so frustrating that we have one chance at life on this earth and humanity chose taxes and credit scores and pollution instead of floating in the ocean eating fruit and hanging out”i literally say this every day lmao pure nonsense
114,1.51E+18,23/03/2022 13:00,sidneypaget,Britain,3490,1284,0,ocean pollution, so…are you not concerned about habitat loss destruction of species pollution in the ocean… have you read the state of nature report which even if you don’t accept human caused climate change is a concern but you really think we’ve an eternity of oil 🤔🤔🤔
115,1.51E+18,23/03/2022 13:00,the_fair_earth,UK,434,133,3,ocean pollution,plastic pollution causes dolphins to eat the plastic in the ocean misidentifying it as potential prey such as squid and the plastic blocks their digestive system photo naja bertolt jensen 
116,1.51E+18,23/03/2022 12:48,deepgreendesign,"New Brunswick, Quasi-Canada",7157,8982,4,ocean pollution,stop exploration in underwater noise pollution threat to marine life  
117,1.51E+18,23/03/2022 12:47,SimulationLyric,,12,3,0,ocean pollution,cool chickyou ate my soul just like a death eaterim the ocean youre an oil slick nowbut im choking on your thought pollutionbaby dont you know
118,1.51E+18,23/03/2022 12:35,CatWhitehouse1,"London, England",613,267,0,ocean pollution, im so excited to see on the list  almost years ago they had an incredibly powerful exhibit about ocean pollution that i still remember to this day plus its in hull which is a fabulous place
119,1.51E+18,23/03/2022 12:29,SusSolutions,"Muhlenberg College, Allentown ",535,676,2,ocean pollution,to better understand the the root causes of ocean oil pollution student applied in an essay posted on his own domain 
120,1.51E+18,23/03/2022 12:21,dw_environment,"Berlin, Germany",1414,34805,2,ocean pollution,dumping oily into the ocean has been outlawed for decades but an investigation by dw in collab with amp other eu press outlets has found the practice is still common with potentially devastating effects for the environment 
121,1.51E+18,23/03/2022 11:59,johnherbert,Hong Kong,4199,3079,0,ocean pollution, following  what percentage of ocean pollution is attributable to microfibre shedding at manufacturing and end user
122,1.51E+18,23/03/2022 11:51,lifeisgoodyeah,,66,3,0,ocean pollution, glass bottles in the ocean are pollution tell jeremy to tell his guests
123,1.51E+18,23/03/2022 11:42,BrowserWild,,0,8,0,ocean pollution, the underwater museum fighting to rewild cyprus seabeds every second breath you take comes from the ocean says expert 🥤 un adopts historic resolution aimed at ending plastic pollution 
124,1.51E+18,23/03/2022 11:19,MNTRYJOSEPH,Florida,244,559,0,ocean pollution,help us free the ocean of plastic pollution  free the ocean 
125,1.51E+18,23/03/2022 10:43,gecko39,,5000,1932,0,ocean pollution,ocean’s growing support groundswell w govs philanthropies industry amp public sector tackling marine plastic pollution combat coral disease counter illegal fishing restore coral reefs amp adding new amp expanding existing marine protected areas mpas
126,1.51E+18,23/03/2022 10:43,gecko39,,5000,1932,1,ocean pollution,ocean’s growing support groundswell w govs philanthropies industry amp public sector tackling marine plastic pollution combat coral disease counter illegal fishing restore coral reefs amp adding new amp expanding existing marine protected areas mpas
127,1.51E+18,23/03/2022 10:13,dc_thorp,"Sydney, New South Wales",1700,465,0,ocean pollution, its not a big win for the health of our oceans amp waterways its worthless virtue signalling thatll do nexttonothing to reduce ocean pollution and worse will use up public green capital as people think theyve made enough sacrifices
128,1.51E+18,23/03/2022 10:13,jordimcl,"Toronto, Ontario",29,15,0,ocean pollution, says they love the ocean but their fossilfueled ships damage coral reefs when will join  amp happening now ignores their massive ocean pollution problem at the 
129,1.51E+18,23/03/2022 9:50,trot_a,,2,11,0,ocean pollution,plastic pollution  a truckload of plastic is dumped into the ocean every minute people  lets not die
130,1.51E+18,23/03/2022 9:17,ConservCareers,Global,6824,21283,0,ocean pollution, campaigns managerwe are seeking an experienced talented and passionate campaigns manager to plan and coordinate the delivery of campaigns projects and activations on water quality the ocean and climate emergency plastic pollution and ocean r… 
131,1.51E+18,23/03/2022 9:03,QSD619,,388,82,0,ocean pollution,🤣 themba amp terry fighting about ocean pollution  love it themba driving terry crazier than normal 🤣🤣
132,1.51E+18,23/03/2022 9:02,AndyBlues1968,,51,0,0,ocean pollution, the decommissioning of the station will be a major challenge especially if it is going to end up in the cemetery used for such purpose in the ocean more pollution something must be done about it the debris must be recycled not buried in the ocean
133,1.51E+18,23/03/2022 9:00,UNEP_FI,Geneva,1755,25599,5,ocean pollution,our latest provides financial institutions with tools to break the ocean pollution cycle and sustainably manage infrastructure projects with stunning photography from  
134,1.51E+18,23/03/2022 8:47,rehownet2,,231,448,0,ocean pollution,pantech co ltd strategic business alliance with us venture ocean works r aiming to resolve marine plastic pollution 
135,1.51E+18,23/03/2022 8:31,martinalsdrini,"Paris, France",96,13,4,ocean pollution, is monaco to exchange with some of the award winners together let’s act to reduce plastic pollution in the ocean 🤝 
136,1.51E+18,23/03/2022 8:08,AlanTDixon1,United States,1144,43,0,ocean pollution,sonar noise pollution in the ocean causes sickness in marine life…“further animals may panic and surface too fast which causes nitrogen bubbles to form in the blood – the socalled bends decompression sickness the resulting embolism may cause death” 
137,1.51E+18,23/03/2022 6:59,AdebolaGb,Lagos,2296,2303,1,ocean pollution, the rate of environmental pollution is so alarming to the extent of directly affecting the quality of our lives plastic pollution in the ocean is affecting aquatic life negative some fishes now feeds on plastics which is carcinogenic in nature
138,1.51E+18,23/03/2022 5:52,asparagusmag,Unceded Coast Salish Territory,468,469,0,ocean pollution,take a deep dive this with and learn more about how increasing temperatures and calcification are decreasing ocean in coral reefs—and what we can do to save them 
139,1.51E+18,23/03/2022 5:40,trot_a,,2,11,0,ocean pollution,plastic pollution  an estimated  million tonnes of plastic end up in the ocean each year people  lets not die
140,1.51E+18,23/03/2022 5:27,1billion_in_usa,,259,144,0,ocean pollution,evs wont solve this problem  dense transitoriented housing will tires cause microplastic pollution in your lungs and the ocean 
